#Table1
plate,mjd,fiberid,[OIII] 5007 flux,[OIII] 5007 flux err,Hbeta flux,Hbeta flux err,Halpha flux,Halpha flux err,[NII] 6583 flux,[NII] 6583 flux err
541,51959,467,241.8594,2.748705,242.2523,2.533002,790.5424,4.626496,203.454,2.026813
744,52251,283,154.5978,10.75241,68.47856,9.791917,198.6793,14.25082,162.8001,12.67237
746,52238,384,29.34442,4.579163,23.73733,4.225719,75.15179,6.063351,82.91508,6.141992
747,52234,262,311.3846,14.25388,439.8564,12.1922,2057.022,26.99559,1051.812,21.05009
747,52234,574,118.2134,11.35977,78.9101,9.678241,404.7256,18.19933,468.7492,19.43486
1592,52990,371,35.53726,3.753952,25.52647,3.081008,71.53404,4.32571,81.15689,4.957376
1592,52990,442,71.22566,6.471395,114.3835,6.423091,345.9566,10.55437,276.9063,10.39617
1592,52990,447,50.58071,7.435511,76.73728,7.250838,323.3768,12.75683,248.5654,12.41647
1592,52990,485,85.07539,5.689357,54.70678,5.532656,156.6076,9.006475,191.6503,8.198835
1592,52990,489,80.14186,5.391346,51.2449,5.110497,119.0334,7.56004,142.0237,7.483153
1592,52990,508,322.9424,6.414264,273.2791,5.200813,1393.726,11.93839,952.0886,9.830392
1592,52990,558,41.67574,3.027292,94.03584,2.881345,314.4588,4.60097,153.0956,4.017834
1593,52991,426,51.85497,5.486883,36.20171,4.301114,125.0323,6.537817,104.0426,7.184777
1594,52992,33,173.5253,7.95469,1019.062,11.76453,4204.322,28.02799,3133.535,19.68938
1594,52992,128,736.9949,9.323365,772.2027,8.495472,2895.579,21.31021,792.3568,8.158831
1594,52992,566,583.4297,10.59895,338.0573,9.075186,1279.977,16.90188,1083.899,14.7817
1820,54208,48,256.3197,7.445582,895.5764,10.0017,4692.319,29.65679,2468.124,16.98371
1824,53491,572,2095.57,20.35943,369.7966,7.773743,1413.031,15.68332,1416.562,15.27208
2613,54481,507,5015.691,33.54153,1735.3,13.3515,6185.803,37.29698,675.3439,6.07131
2881,54502,73,81.87686,10.11735,50.96485,8.168945,146.8615,12.85174,177.0596,14.45893
2881,54502,438,156.8089,11.43506,226.3329,10.61511,744.3316,18.6194,696.9832,18.99259
2881,54502,554,536.6819,12.36284,141.8775,8.947906,448.3108,13.88313,586.8164,13.80484
2883,54525,638,115.3325,12.20494,103.4394,12.05321,316.2162,21.42752,320.0678,20.57097
2884,54526,552,339.0571,9.086666,521.8772,8.259108,3180.328,24.72684,1724.328,17.01996
2884,54526,572,566.772,9.610229,131.8963,6.409513,465.7422,11.17637,712.1586,11.8258
2886,54498,250,215.5769,12.45403,152.9578,10.84932,621.7458,20.14405,685.4636,20.04048
548,51986,503,2703.689,16.35802,1363.554,8.215136,4564.237,22.95731,804.0414,4.158231
551,51993,422,83.72035,5.809384,56.97929,5.661163,120.736,7.615317,187.0802,7.846349
552,51992,67,82.0985,5.571841,38.93745,4.714301,139.2496,6.822361,221.4858,7.593648
552,51992,122,162.6689,4.037615,821.5505,6.674278,4328.415,21.04099,1728.02,9.233834
552,51992,326,50.58302,3.006541,20.28295,1.98685,60.46059,2.219188,54.2353,3.103724
552,51992,359,89.08842,6.358849,37.23289,5.543181,198.7292,9.244511,332.4998,9.370063
552,51992,361,566.336,6.873991,861.8557,7.492502,4598.079,23.48132,2705.238,14.30111
552,51992,497,70.0569,2.962384,236.4291,3.474313,923.4749,6.917922,402.5594,4.552309
793,52370,423,731.9827,8.417918,526.8243,6.443616,1779.992,13.21902,395.2498,5.046802
793,52370,620,138.2802,4.952506,50.6273,3.435012,164.1876,4.891407,78.28135,4.595936
1019,52707,261,6863.945,70.69194,8340.336,76.26853,164078.1,11730.39,16486.71,105.3869
1020,52721,103,155.4445,12.34192,77.28137,11.4072,202.3219,17.12277,242.2809,16.43388
1435,52996,345,166.6609,10.30716,857.9213,13.37706,5290.103,43.38441,2642.285,25.41251
1436,53054,175,824.7408,15.80601,1229.181,16.46846,5408.188,46.87559,3118.909,25.91879
1944,53385,157,64.77869,6.509678,26.78898,5.078556,113.0859,8.182983,139.0237,8.845686
1944,53385,388,47.74178,5.322879,30.08989,4.498259,72.51556,6.201178,63.20735,6.392744
1945,53387,140,3133.1,31.77664,1413.284,15.6532,4369.396,38.36679,429.6342,7.587276
1946,53432,536,1515.987,20.63433,435.0816,10.38026,1567.432,21.48231,552.7787,13.55123
2213,53792,372,56.14773,10.51388,41.92478,7.917876,189.5407,14.45561,370.7054,17.24344
2477,54058,454,38.96968,6.802721,26.90616,4.357965,88.25185,7.090065,101.0841,9.705183
2478,54097,223,4906.175,43.25146,2548.965,25.64863,9633.144,77.8957,1688.508,18.03677
2479,54174,631,223.2598,14.09576,82.99665,12.46355,414.6097,23.26716,609.8395,22.76773
2481,54086,58,72.56512,5.443369,28.16418,4.792065,110.8964,7.047174,76.92385,6.31201
2481,54086,142,213.7396,7.087414,1910.431,15.62015,9145.261,57.16011,3631.537,23.92468
2481,54086,220,134.8342,8.547001,79.38587,8.331677,255.7835,13.50608,251.4209,12.06145
2481,54086,354,70.23619,4.441773,76.1598,3.762941,316.2869,6.267725,262.5193,6.141105
2759,54534,461,127.3183,12.69519,65.58327,10.83041,174.3565,17.24187,149.4402,16.78471
2763,54507,458,82.02875,9.409563,48.27552,9.636245,164.3297,15.5018,215.0643,13.88903
612,52079,234,164.2781,11.10093,135.2112,8.263153,527.9299,15.82728,502.3858,17.68471
1018,52672,22,2749.29,26.80344,3270.262,28.54061,16598.63,130.084,7289.781,47.36082
1018,52672,359,8873.91,82.05215,741.5242,13.76273,3111.597,32.40298,2927.182,28.24492
1381,53089,288,316.4471,13.37786,105.3172,9.79029,321.0331,15.83535,328.1498,16.19197
1382,53115,193,6137.02,47.40217,624.3373,15.76835,2315.617,31.83517,3161.543,33.28547
1382,53115,228,334.4578,14.35203,176.8472,12.8244,523.3359,20.86577,561.2432,19.42182
1601,53115,397,188.8738,13.24832,714.2568,15.54295,2941.749,38.25843,1396.806,28.16305
1795,54507,260,101.1132,7.628997,178.3177,7.461333,750.1812,14.28848,444.3834,11.51196
1798,53851,153,58.81107,6.844104,37.61586,5.708211,105.2566,8.479108,122.8866,9.242718
2228,53818,334,9336.208,69.15946,1166.072,17.06697,4811.205,43.74594,4796.921,39.40855
2231,53816,393,144.2286,12.17383,73.00336,9.696853,257.7723,16.53114,319.3564,18.14705
2231,53816,513,55.98214,5.582226,221.3966,6.12931,860.6036,12.6025,335.0545,9.007192
2232,53827,261,143.6841,14.43804,162.6985,12.80357,480.6617,21.47655,318.6437,21.90521
2365,53739,349,104.0799,8.421844,103.2847,8.437593,205.6774,11.88708,137.9651,10.7373
2366,53741,297,49.40434,5.719398,27.46729,3.49195,82.03693,4.828684,162.226,6.982803
2368,53758,468,353.1846,8.688733,1557.926,17.0387,6284.626,46.9466,2105.32,18.66422
2970,54589,268,80.73515,6.528084,39.16608,5.987207,144.3445,9.226276,141.3919,8.549505
2970,54589,535,61.79113,6.547112,85.17157,6.343073,530.8751,11.50079,311.0701,10.22831
2971,54590,523,551.5575,9.216282,65.65705,3.97806,178.5125,5.25046,269.7785,6.060824
400,51820,582,200.9308,11.18451,1102.606,15.65764,5350.819,43.94148,2528.586,25.50047
403,51871,266,224.9048,13.265,100.7597,10.92301,244.9906,15.54185,243.7554,15.59985
592,52025,387,45.98049,5.29754,24.46935,4.521946,82.88174,6.029116,101.3646,6.505809
592,52025,403,59.01332,5.589213,82.29792,4.972581,356.5822,7.982963,290.929,8.261633
594,52045,187,242.9898,8.274556,2526.197,20.35079,9994.48,56.66294,3545.336,21.55837
1588,52965,89,52.93981,5.313114,36.53101,4.543607,109.7757,6.370201,117.3895,6.900848
1588,52965,541,143.0314,5.217538,41.55226,3.809566,116.3248,5.586957,214.0062,6.543149
1590,52974,595,1053.201,12.47184,1788.409,15.56817,6229.974,42.03598,2803.249,18.71093
1591,52976,425,994.2809,15.86992,429.6107,12.47193,1823.711,25.63732,1529.395,21.91788
1800,53884,372,231.1316,14.28234,102.2334,12.30596,486.9748,23.32933,786.7202,23.82556
1801,54156,426,97.46906,10.27042,99.55724,10.05049,344.5352,17.30946,404.711,17.69066
1801,54156,434,92.37119,8.354496,55.98993,7.58337,170.2104,11.47503,227.0901,11.89959
1801,54156,435,169.8599,8.53529,179.9334,8.174543,709.0253,14.57459,602.337,14.05704
1801,54156,518,73.96794,5.395071,45.83487,4.585697,179.2886,7.507959,229.0562,8.208973
1801,54156,537,2445.955,18.4566,1525.941,11.91755,5174.51,35.82436,977.621,8.016032
2024,53503,559,175.4095,13.33588,91.42294,10.72725,288.9024,18.11338,311.7734,19.05791
2025,53431,7,3006.97,52.04749,2050.18,32.34254,5334.317,65.04954,1348.687,17.3285
2162,54207,604,182.1907,11.07758,36.86814,7.314991,108.2877,10.96628,80.96869,11.38652
2343,53735,577,2919.678,27.90924,4889.11,35.96328,24495.59,142.3635,11348.98,61.15344
